method,seed_lat,seed_lon,seed_total_s,subgrid_used,selection_reason,quadratic_residual_df,lat_step,lon_step,fft_surface_s,q3_extra_s,q5_extra_s,initializer_wall_s,dataset_id,direction_deg_grid,speed_cells,signal_regime,replicate,true_advec_lat,true_advec_lon,seed_error_euclid,seed_angle_error_deg,seed_norm,true_advec_norm,seed_norm_abs_error,correct_quadrant,seed_error_grid_cells,grid_seed_lat,grid_seed_lon,delta_lat_cells,delta_lon_cells,hessian_condition_cells,hessian_eigenvalue_min_cells,quadratic_residual_rmse
M3_fft_Q5,-0.0852214521,-0.0465211392,0.0033430410,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0032602080,0.0000755000,0.0000828330,0.0038897500,a202_s2p0_strong_r02,202.5000000000,2.0000000000,strong,2,-0.0813013989,-0.0482181125,0.0042715964,2.0417906634,0.0970922874,0.0945246202,0.0025676672,True,0.0930750139,-0.0880000000,-0.0630000000,0.0631488166,0.2615692197,1.1659736486,0.2884192370,0.0267463575
M3_fft,-0.0880000000,-0.0630000000,0.0022592920,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022592920,0.0000717080,0.0000827500,0.0028761670,a202_s2p0_strong_r03,202.5000000000,2.0000000000,strong,3,-0.0813013989,-0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0812306291,-0.0657135917,0.0023310000,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022592920,0.0000717080,0.0000827500,0.0028761670,a202_s2p0_strong_r03,202.5000000000,2.0000000000,strong,3,-0.0813013989,-0.0482181125,0.0174956224,8.3007428597,0.1044829711,0.0945246202,0.0099583509,True,0.2777106776,-0.0880000000,-0.0630000000,0.1538493378,-0.0430728846,1.1834486875,0.3747450677,0.0042741000
M3_fft_Q5,-0.0805436371,-0.0684182891,0.0023420420,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022592920,0.0000717080,0.0000827500,0.0028761670,a202_s2p0_strong_r03,202.5000000000,2.0000000000,strong,3,-0.0813013989,-0.0482181125,0.0202143845,9.6751733368,0.1056803661,0.0945246202,0.0111557458,True,0.3210998957,-0.0880000000,-0.0630000000,0.1694627929,-0.0860045896,1.2100527215,0.3200700276,0.0287636690
M3_fft,-0.0880000000,-0.0630000000,0.0024784590,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0024784590,0.0000709160,0.0000822910,0.0030900420,a202_s2p0_strong_r04,202.5000000000,2.0000000000,strong,4,-0.0813013989,-0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0891586705,-0.0431185373,0.0025493750,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0024784590,0.0000709160,0.0000822910,0.0030900420,a202_s2p0_strong_r04,202.5000000000,2.0000000000,strong,4,-0.0813013989,-0.0482181125,0.0093670905,4.8621266850,0.0990377543,0.0945246202,0.0045131341,True,0.1960637565,-0.0880000000,-0.0630000000,-0.0263334202,0.3155787730,1.3322990587,0.3533275710,0.0054589318
M3_fft_Q5,-0.0897034498,-0.0422834435,0.0025607499,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0024784590,0.0000709160,0.0000822910,0.0030900420,a202_s2p0_strong_r04,202.5000000000,2.0000000000,strong,4,-0.0813013989,-0.0482181125,0.0102866300,5.4335226570,0.0991695442,0.0945246202,0.0046449240,True,0.2129270464,-0.0880000000,-0.0630000000,-0.0387147687,0.3288342302,1.3269792480,0.3079589049,0.0307945309
M3_fft,-0.0880000000,0.0000000000,0.0031818330,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0031818330,0.0000723330,0.0000832920,0.0038041670,a202_s2p0_reference_r00,202.5000000000,2.0000000000,reference,0,-0.0813013989,-0.0482181125,0.0486811835,30.6712687346,0.0880000000,0.0945246202,0.0065246202,False,0.7803612881,,,,,,,
M3_fft_Q3,-0.0826010631,-0.0198456099,0.0032541660,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0031818330,0.0000723330,0.0000832920,0.0038041670,a202_s2p0_reference_r00,202.5000000000,2.0000000000,reference,0,-0.0813013989,-0.0482181125,0.0284022540,17.1615304223,0.0849516560,0.0945246202,0.0095729643,True,0.4513248016,-0.0880000000,0.0000000000,0.1227031122,-0.3150096803,1.2749843589,0.2576010099,0.0052611015
M3_fft_Q5,-0.0825426173,-0.0168476674,0.0032651250,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0031818330,0.0000723330,0.0000832920,0.0038041670,a202_s2p0_reference_r00,202.5000000000,2.0000000000,reference,0,-0.0813013989,-0.0482181125,0.0313949908,19.1351585383,0.0842444512,0.0945246202,0.0102801690,True,0.4987419957,-0.0880000000,0.0000000000,0.1240314252,-0.2674232918,1.3398125707,0.2291296382,0.0260624935
M3_fft,-0.0880000000,0.0000000000,0.0022562500,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022562500,0.0000774580,0.0000837500,0.0028787500,a202_s2p0_reference_r01,202.5000000000,2.0000000000,reference,1,-0.0813013989,-0.0482181125,0.0486811835,30.6712687346,0.0880000000,0.0945246202,0.0065246202,False,0.7803612881,,,,,,,
M3_fft_Q3,-0.0754714992,-0.0209122827,0.0023337080,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022562500,0.0000774580,0.0000837500,0.0028787500,a202_s2p0_reference_r01,202.5000000000,2.0000000000,reference,1,-0.0813013989,-0.0482181125,0.0279212477,15.1838292592,0.0783152013,0.0945246202,0.0162094189,True,0.4532258054,-0.0880000000,0.0000000000,0.2847386553,-0.3319409947,1.2133737200,0.2363196452,0.0043081762
M3_fft_Q5,-0.0749511184,-0.0191864723,0.0023400000,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022562500,0.0000774580,0.0000837500,0.0028787500,a202_s2p0_reference_r01,202.5000000000,2.0000000000,reference,1,-0.0813013989,-0.0482181125,0.0297180450,16.3126596954,0.0773678930,0.0945246202,0.0171567272,True,0.4828916655,-0.0880000000,0.0000000000,0.2965654915,-0.3045471787,1.2150469920,0.2145223123,0.0194965954
M3_fft,-0.0880000000,-0.0630000000,0.0024212080,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0024212080,0.0001018340,0.0000875421,0.0030712920,a202_s2p0_reference_r02,202.5000000000,2.0000000000,reference,2,-0.0813013989,-0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0811180663,-0.0464634019,0.0025230420,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0024212080,0.0001018340,0.0000875421,0.0030712920,a202_s2p0_reference_r02,202.5000000000,2.0000000000,reference,2,-0.0813013989,-0.0482181125,0.0017642619,0.8677333449,0.0934825567,0.0945246202,0.0010420635,True,0.0281624828,-0.0880000000,-0.0630000000,0.1564075830,0.2624856842,1.1029454884,0.2102927257,0.0025849070
M3_fft_Q5,-0.0826215645,-0.0442532115,0.0025087501,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0024212080,0.0001018340,0.0000875421,0.0030712920,a202_s2p0_reference_r02,202.5000000000,2.0000000000,reference,2,-0.0813013989,-0.0482181125,0.0041789086,2.4971731995,0.0937265686,0.0945246202,0.0007980517,True,0.0697211029,-0.0880000000,-0.0630000000,0.1222371694,0.2975680719,1.0892946497,0.1876508276,0.0157130650
M3_fft,-0.0880000000,-0.0630000000,0.0024385420,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0024385420,0.0000738750,0.0000830420,0.0030639160,a202_s2p0_reference_r03,202.5000000000,2.0000000000,reference,3,-0.0813013989,-0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0811574678,-0.0659599668,0.0025124170,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0024385420,0.0000738750,0.0000830420,0.0030639160,a202_s2p0_reference_r03,202.5000000000,2.0000000000,reference,3,-0.0813013989,-0.0482181125,0.0177424381,8.4308918490,0.1045813166,0.0945246202,0.0100566964,True,0.2816357323,-0.0880000000,-0.0630000000,0.1555120958,-0.0469835993,1.0874792184,0.2509994049,0.0021910419
M3_fft_Q5,-0.0806777890,-0.0666305652,0.0025215840,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0024385420,0.0000738750,0.0000830420,0.0030639160,a202_s2p0_reference_r03,202.5000000000,2.0000000000,reference,3,-0.0813013989,-0.0482181125,0.0184230102,8.8815163522,0.1046352611,0.0945246202,0.0101106409,True,0.2926046057,-0.0880000000,-0.0630000000,0.1664138856,-0.0576280198,1.0684668977,0.2234281293,0.0149635932
M3_fft,-0.0880000000,-0.0630000000,0.0025825840,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0025825840,0.0000713750,0.0000824580,0.0031913750,a202_s2p0_reference_r04,202.5000000000,2.0000000000,reference,4,-0.0813013989,-0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0843789825,-0.0627553200,0.0026539590,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0025825840,0.0000713750,0.0000824580,0.0031913750,a202_s2p0_reference_r04,202.5000000000,2.0000000000,reference,4,-0.0813013989,-0.0482181125,0.0148594052,5.9680805108,0.1051572293,0.0945246202,0.0106326091,True,0.2411173282,-0.0880000000,-0.0630000000,0.0822958514,0.0038838097,1.1013129755,0.2735150945,0.0037641018
M3_fft_Q5,-0.0850579249,-0.0648671908,0.0026650419,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0025825840,0.0000713750,0.0000824580,0.0031913750,a202_s2p0_reference_r04,202.5000000000,2.0000000000,reference,4,-0.0813013989,-0.0482181125,0.0170676096,6.6587338494,0.1069701035,0.0945246202,0.0124454832,True,0.2777196392,-0.0880000000,-0.0630000000,0.0668653431,-0.0296379496,1.1188129560,0.2438687502,0.0199845683
M3_fft,-0.1320000000,0.0000000000,0.0022449580,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022449580,0.0000699580,0.0000809590,0.0028522080,a202_s2p0_weak_r00,202.5000000000,2.0000000000,weak,0,-0.0813013989,-0.0482181125,0.0699666673,30.6712687346,0.1320000000,0.0945246202,0.0374753798,False,1.3832735123,,,,,,,
M3_fft_Q3,-0.1246415476,-0.0075403677,0.0023149160,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022449580,0.0000699580,0.0000809590,0.0028522080,a202_s2p0_weak_r00,202.5000000000,2.0000000000,weak,0,-0.0813013989,-0.0482181125,0.0594394432,27.2092983611,0.1248694219,0.0945246202,0.0303448017,True,1.1777658379,-0.1320000000,0.0000000000,0.1672375556,-0.1196883754,1.4496007076,0.1074197148,0.0017759350
M3_fft_Q5,-0.1242172598,-0.0077256383,0.0023259170,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022449580,0.0000699580,0.0000809590,0.0028522080,a202_s2p0_weak_r00,202.5000000000,2.0000000000,weak,0,-0.0813013989,-0.0482181125,0.0590034879,27.1123667830,0.1244572742,0.0945246202,0.0299326540,True,1.1680923712,-0.1320000000,0.0000000000,0.1768804600,-0.1226291798,1.4634343919,0.1005610607,0.0075458930
M3_fft,-0.0880000000,0.0000000000,0.0024225420,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0024225420,0.0000732500,0.0000821250,0.0030472500,a202_s2p0_weak_r01,202.5000000000,2.0000000000,weak,1,-0.0813013989,-0.0482181125,0.0486811835,30.6712687346,0.0880000000,0.0945246202,0.0065246202,False,0.7803612881,,,,,,,
M3_fft_Q3,-0.0932120787,-0.0042943469,0.0024957920,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0024225420,0.0000732500,0.0000821250,0.0030472500,a202_s2p0_weak_r01,202.5000000000,2.0000000000,weak,1,-0.0813013989,-0.0482181125,0.0455100151,28.0334765073,0.0933109481,0.0945246202,0.0012136721,True,0.7479094303,-0.0880000000,0.0000000000,-0.1184563348,-0.0681642371,1.1296627026,0.1093144407,0.0007311445
M3_fft_Q5,-0.0917113086,-0.0035102530,0.0025046670,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0024225420,0.0000732500,0.0000821250,0.0030472500,a202_s2p0_weak_r01,202.5000000000,2.0000000000,weak,1,-0.0813013989,-0.0482181125,0.0459038007,28.4793410662,0.0917784616,0.0945246202,0.0027461586,True,0.7480477064,-0.0880000000,0.0000000000,-0.0843479236,-0.0557183016,1.1266696802,0.1019222999,0.0060330203
M3_fft,-0.0880000000,0.0000000000,0.0022391670,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022391670,0.0000700000,0.0000811660,0.0028484170,a202_s2p0_weak_r02,202.5000000000,2.0000000000,weak,2,-0.0813013989,-0.0482181125,0.0486811835,30.6712687346,0.0880000000,0.0945246202,0.0065246202,False,0.7803612881,,,,,,,
M3_fft_Q3,-0.0902574541,-0.0091576897,0.0023091670,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022391670,0.0000700000,0.0000811660,0.0028484170,a202_s2p0_weak_r02,202.5000000000,2.0000000000,weak,2,-0.0813013989,-0.0482181125,0.0400740259,24.8777581912,0.0907208427,0.0945246202,0.0038037775,True,0.6525638543,-0.0880000000,0.0000000000,-0.0513057748,-0.1453601544,1.9307674128,0.0702135345,0.0019039975
M3_fft_Q5,-0.0902557702,-0.0090072933,0.0023203330,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022391670,0.0000700000,0.0000811660,0.0028484170,a202_s2p0_weak_r02,202.5000000000,2.0000000000,weak,2,-0.0813013989,-0.0482181125,0.0402202574,24.9721676940,0.0907041090,0.0945246202,0.0038205112,True,0.6548205252,-0.0880000000,0.0000000000,-0.0512675047,-0.1429729097,1.6473550795,0.0767900520,0.0080823752
M3_fft,-0.1320000000,-0.0630000000,0.0022242920,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022242920,0.0000693330,0.0000807910,0.0028240420,a202_s2p0_weak_r03,202.5000000000,2.0000000000,weak,3,-0.0813013989,-0.0482181125,0.0528095858,5.1573983070,0.1462634609,0.0945246202,0.0517388407,True,1.1758876989,,,,,,,
M3_fft_Q3,-0.1502539855,-0.0562475994,0.0022936250,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022242920,0.0000693330,0.0000807910,0.0028240420,a202_s2p0_weak_r03,202.5000000000,2.0000000000,weak,3,-0.0813013989,-0.0482181125,0.0694185268,10.1478745637,0.1604370674,0.0945246202,0.0659124471,True,1.5722785244,-0.1320000000,-0.0630000000,-0.4148633059,0.1071809618,1.4780613997,0.1282016875,0.0013645472
M3_fft_Q5,-0.1520162140,-0.0547461126,0.0023050830,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022242920,0.0000693330,0.0000807910,0.0028240420,a202_s2p0_weak_r03,202.5000000000,2.0000000000,weak,3,-0.0813013989,-0.0482181125,0.0710154903,10.8656274470,0.1615737174,0.0945246202,0.0670490972,True,1.6104917705,-0.1320000000,-0.0630000000,-0.4549139535,0.1310140852,1.4501510579,0.1213870864,0.0066272148
M3_fft,-0.0880000000,-0.0630000000,0.0025940410,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0025940410,0.0000966670,0.0000860420,0.0032782920,a202_s2p0_weak_r04,202.5000000000,2.0000000000,weak,4,-0.0813013989,-0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,-0.0868020642,-0.0412912865,0.0026907080,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0025940410,0.0000966670,0.0000860420,0.0032782920,a202_s2p0_weak_r04,202.5000000000,2.0000000000,weak,4,-0.0813013989,-0.0482181125,0.0088452381,5.2310808799,0.0961226752,0.0945246202,0.0015980550,True,0.1664863326,-0.0880000000,-0.0630000000,0.0272258144,0.3445827535,1.3902837604,0.0957242900,0.0020665382
M3_fft_Q5,-0.0865345424,-0.0407082269,0.0026800830,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0025940410,0.0000966670,0.0000860420,0.0032782920,a202_s2p0_weak_r04,202.5000000000,2.0000000000,weak,4,-0.0813013989,-0.0482181125,0.0091533694,5.4776861153,0.0956315156,0.0945246202,0.0011068953,True,0.1683902425,-0.0880000000,-0.0630000000,0.0333058549,0.3538376675,1.3285806279,0.0920565427,0.0090144403
M3_fft,-0.1760000000,-0.1260000000,0.0022718750,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022718750,0.0000888330,0.0000877090,0.0029207920,a202_s4p0_strong_r00,202.5000000000,4.0000000000,strong,0,-0.1626027977,-0.0964362250,0.0324576928,4.9279512244,0.2164532282,0.1890492404,0.0274039878,True,0.5593925650,,,,,,,
M3_fft_Q3,-0.1760000000,-0.1260000000,0.0023607080,False,delta_outside_half_cell,3.0000000000,0.0440000000,0.0630000000,0.0022718750,0.0000888330,0.0000877090,0.0029207920,a202_s4p0_strong_r00,202.5000000000,4.0000000000,strong,0,-0.1626027977,-0.0964362250,0.0324576928,4.9279512244,0.2164532282,0.1890492404,0.0274039878,True,0.5593925650,-0.1760000000,-0.1260000000,0.0000000000,0.0000000000,1.1758686797,0.3724870766,0.0051559492
M3_fft_Q5,-0.1580264115,-0.0952533291,0.0023595840,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022718750,0.0000888330,0.0000877090,0.0029207920,a202_s4p0_strong_r00,202.5000000000,4.0000000000,strong,0,-0.1626027977,-0.0964362250,0.0047267910,0.4089764661,0.1845143448,0.1890492404,0.0045348956,True,0.1056899642,-0.1760000000,-0.1260000000,0.4084906468,0.4880423956,1.1732196701,0.3311830704,0.0351339317
M3_fft,-0.1760000000,-0.1260000000,0.0030096250,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0030096250,0.0000730830,0.0000827090,0.0037177500,a202_s4p0_strong_r01,202.5000000000,4.0000000000,strong,1,-0.1626027977,-0.0964362250,0.0324576928,4.9279512244,0.2164532282,0.1890492404,0.0274039878,True,0.5593925650,,,,,,,
M3_fft_Q3,-0.1585343271,-0.1072448217,0.0030827080,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0030096250,0.0000730830,0.0000827090,0.0037177500,a202_s4p0_strong_r01,202.5000000000,4.0000000000,strong,1,-0.1626027977,-0.0964362250,0.0115489488,3.4061775225,0.1914016318,0.1890492404,0.0023523914,True,0.1948958178,-0.1760000000,-0.1260000000,0.3969471116,0.2977012424,1.3981563790,0.3672776361,0.0082736183
M3_fft_Q5,-0.1574940016,-0.1085151857,0.0030923340,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0030096250,0.0000730830,0.0000827090,0.0037177500,a202_s4p0_strong_r01,202.5000000000,4.0000000000,strong,1,-0.1626027977,-0.0964362250,0.0131149186,3.8960216415,0.1912587412,0.1890492404,0.0022095007,True,0.2241461917,-0.1760000000,-0.1260000000,0.4205908724,0.2775367350,1.4056772137,0.3212438394,0.0391846896
M3_fft,-0.1320000000,-0.1260000000,0.0030143330,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0030143330,0.0000902500,0.0000881660,0.0036546670,a202_s4p0_strong_r02,202.5000000000,4.0000000000,strong,2,-0.1626027977,-0.0964362250,0.0425505349,12.9965114116,0.1824828759,0.1890492404,0.0065663645,True,0.8390210378,,,,,,,
M3_fft_Q3,-0.1320000000,-0.1260000000,0.0031045830,False,delta_outside_half_cell,3.0000000000,0.0440000000,0.0630000000,0.0030143330,0.0000902500,0.0000881660,0.0036546670,a202_s4p0_strong_r02,202.5000000000,4.0000000000,strong,2,-0.1626027977,-0.0964362250,0.0425505349,12.9965114116,0.1824828759,0.1890492404,0.0065663645,True,0.8390210378,-0.1320000000,-0.1260000000,0.0000000000,0.0000000000,1.3921622436,0.3145884146,0.0062775501
M3_fft_Q5,-0.1487723456,-0.0945610211,0.0031024991,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0030143330,0.0000902500,0.0000881660,0.0036546670,a202_s4p0_strong_r02,202.5000000000,4.0000000000,strong,2,-0.1626027977,-0.0964362250,0.0139569980,1.7691324307,0.1762810186,0.1890492404,0.0127682218,True,0.3157346072,-0.1320000000,-0.1260000000,-0.3811896735,0.4990314115,1.3489204637,0.2847173828,0.0382151624
M3_fft,-0.1760000000,-0.0630000000,0.0027892080,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0027892080,0.0000873750,0.0000865000,0.0034269170,a202_s4p0_strong_r03,202.5000000000,4.0000000000,strong,3,-0.1626027977,-0.0964362250,0.0360203577,10.9762098657,0.1869358179,0.1890492404,0.0021134226,True,0.6118721278,,,,,,,
M3_fft_Q3,-0.1760000000,-0.0630000000,0.0028765830,False,delta_outside_half_cell,3.0000000000,0.0440000000,0.0630000000,0.0027892080,0.0000873750,0.0000865000,0.0034269170,a202_s4p0_strong_r03,202.5000000000,4.0000000000,strong,3,-0.1626027977,-0.0964362250,0.0360203577,10.9762098657,0.1869358179,0.1890492404,0.0021134226,True,0.6118721278,-0.1760000000,-0.0630000000,0.0000000000,0.0000000000,1.1972497739,0.3742664772,0.0062744053
M3_fft_Q5,-0.1760000000,-0.0630000000,0.0028757080,False,delta_outside_half_cell,19.0000000000,0.0440000000,0.0630000000,0.0027892080,0.0000873750,0.0000865000,0.0034269170,a202_s4p0_strong_r03,202.5000000000,4.0000000000,strong,3,-0.1626027977,-0.0964362250,0.0360203577,10.9762098657,0.1869358179,0.1890492404,0.0021134226,True,0.6118721278,-0.1760000000,-0.0630000000,0.0000000000,0.0000000000,1.1867302207,0.3350644061,0.0333961630
M3_fft,-0.1320000000,-0.0630000000,0.0025828750,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0025828750,0.0000802910,0.0000861670,0.0032317080,a202_s4p0_strong_r04,202.5000000000,4.0000000000,strong,4,-0.1626027977,-0.0964362250,0.0453267291,5.1573983070,0.1462634609,0.1890492404,0.0427857795,True,0.8748849986,,,,,,,
M3_fft_Q3,-0.1530494561,-0.0912928147,0.0026631660,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0025828750,0.0000802910,0.0000861670,0.0032317080,a202_s4p0_strong_r04,202.5000000000,4.0000000000,strong,4,-0.1626027977,-0.0964362250,0.0108499311,0.1444802853,0.1782091861,0.1890492404,0.0108400543,True,0.2319634156,-0.1320000000,-0.0630000000,-0.4783967292,-0.4490922971,1.2951650596,0.3319437409,0.0086102281
M3_fft_Q5,-0.1512621031,-0.0897211839,0.0026690420,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0025828750,0.0000802910,0.0000861670,0.0032317080,a202_s4p0_strong_r04,202.5000000000,4.0000000000,strong,4,-0.1626027977,-0.0964362250,0.0131796483,0.0030490191,0.1758695957,0.1890492404,0.0131796448,True,0.2789130261,-0.1320000000,-0.0630000000,-0.4377750715,-0.4241457758,1.2514766484,0.2977902615,0.0435475438
M3_fft,-0.1760000000,-0.1260000000,0.0022479590,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022479590,0.0000765410,0.0000822080,0.0028635000,a202_s4p0_reference_r00,202.5000000000,4.0000000000,reference,0,-0.1626027977,-0.0964362250,0.0324576928,4.9279512244,0.2164532282,0.1890492404,0.0274039878,True,0.5593925650,,,,,,,
M3_fft_Q3,-0.1587847919,-0.1023619252,0.0023245000,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022479590,0.0000765410,0.0000822080,0.0028635000,a202_s4p0_reference_r00,202.5000000000,4.0000000000,reference,0,-0.1626027977,-0.0964362250,0.0070491909,2.1369169372,0.1889194905,0.1890492404,0.0001297500,True,0.1279709910,-0.1760000000,-0.1260000000,0.3912547288,0.3752075363,1.1015984936,0.2649697369,0.0064480974
M3_fft_Q5,-0.1598476451,-0.1029148018,0.0023301670,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022479590,0.0000765410,0.0000822080,0.0028635000,a202_s4p0_reference_r00,202.5000000000,4.0000000000,reference,0,-0.1626027977,-0.0964362250,0.0070400869,2.1034045179,0.1901124037,0.1890492404,0.0010631633,True,0.1203987007,-0.1760000000,-0.1260000000,0.3670989758,0.3664317180,1.1066442879,0.2343508360,0.0279367781
M3_fft,-0.1760000000,-0.0630000000,0.0027126670,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0027126670,0.0000828750,0.0000840829,0.0033357500,a202_s4p0_reference_r01,202.5000000000,4.0000000000,reference,1,-0.1626027977,-0.0964362250,0.0360203577,10.9762098657,0.1869358179,0.1890492404,0.0021134226,True,0.6118721278,,,,,,,
M3_fft_Q3,-0.1677250862,-0.0713736153,0.0027955420,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0027126670,0.0000828750,0.0000840829,0.0033357500,a202_s4p0_reference_r01,202.5000000000,4.0000000000,reference,1,-0.1626027977,-0.0964362250,0.0255807006,7.6196097060,0.1822797232,0.1890492404,0.0067695172,True,0.4145029795,-0.1760000000,-0.0630000000,0.1880662226,-0.1329145280,1.2510805192,0.3259017188,0.0041540939
M3_fft_Q5,-0.1683709199,-0.0673377890,0.0027967499,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0027126670,0.0000828750,0.0000840829,0.0033357500,a202_s4p0_reference_r01,202.5000000000,4.0000000000,reference,1,-0.1626027977,-0.0964362250,0.0296646289,8.8729627215,0.1813371018,0.1890492404,0.0077121386,True,0.4801235559,-0.1760000000,-0.0630000000,0.1733881849,-0.0688537942,1.2326468028,0.3002464928,0.0268445327
M3_fft,-0.1760000000,-0.1260000000,0.0027636660,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0027636660,0.0000849580,0.0000859170,0.0034072500,a202_s4p0_reference_r02,202.5000000000,4.0000000000,reference,2,-0.1626027977,-0.0964362250,0.0324576928,4.9279512244,0.2164532282,0.1890492404,0.0274039878,True,0.5593925650,,,,,,,
M3_fft_Q3,-0.1614217480,-0.0954732424,0.0028486240,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0027636660,0.0000849580,0.0000859170,0.0034072500,a202_s4p0_reference_r02,202.5000000000,4.0000000000,reference,2,-0.1626027977,-0.0964362250,0.0015238812,0.0689844284,0.1875423172,0.1890492404,0.0015069233,True,0.0308891518,-0.1760000000,-0.1260000000,0.3313239097,0.4845517080,1.2986240386,0.2387159236,0.0031338165
M3_fft_Q5,-0.1612637719,-0.0955344543,0.0028495830,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0027636660,0.0000849580,0.0000859170,0.0034072500,a202_s4p0_reference_r02,202.5000000000,4.0000000000,reference,2,-0.1626027977,-0.0964362250,0.0016143669,0.0282960069,0.1874375525,0.1890492404,0.0016116880,True,0.0336305928,-0.1760000000,-0.1260000000,0.3349142756,0.4835800910,1.3332276826,0.2106019912,0.0201878971
M3_fft,-0.1760000000,-0.1260000000,0.0034220000,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0034220000,0.0000774999,0.0000827910,0.0040472920,a202_s4p0_reference_r03,202.5000000000,4.0000000000,reference,3,-0.1626027977,-0.0964362250,0.0324576928,4.9279512244,0.2164532282,0.1890492404,0.0274039878,True,0.5593925650,,,,,,,
M3_fft_Q3,-0.1587111394,-0.1077535973,0.0034994999,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0034220000,0.0000774999,0.0000827910,0.0040472920,a202_s4p0_reference_r03,202.5000000000,4.0000000000,reference,3,-0.1626027977,-0.0964362250,0.0119677868,3.5024520147,0.1918334264,0.1890492404,0.0027841860,True,0.2002340155,-0.1760000000,-0.1260000000,0.3929286499,0.2896254398,1.1651774898,0.2428176289,0.0042873494
