spatial_bin_lower,spatial_bin_upper,temporal_bin_lower,temporal_bin_upper,pair_count,fraction_of_visible_pairs,mean_margin_matched_log_gap,mean_margin_matched_correlation_gap,mean_fitted_null_actual_correlation_difference
4.5,4.625,1.5,1.625,1092,0.00513196480938,1.25950105435,0.00590749878029,0.00453525898284
4.5,4.625,1.625,1.75,0,0,,,
4.5,4.625,1.75,1.875,0,0,,,
4.5,4.625,1.875,2,0,0,,,
4.5,4.625,2,2.125,901,0.00423434092789,1.58029575052,0.00548680800813,0.00362170200729
4.5,4.625,2.125,2.25,0,0,,,
4.5,4.625,2.25,2.375,0,0,,,
4.5,4.625,2.375,2.5,0,0,,,
4.5,4.625,2.5,2.625,716,0.00336491465524,1.86001920922,0.00464523657383,0.00281962556964
4.5,4.625,2.625,2.75,0,0,,,
4.5,4.625,2.75,2.875,0,0,,,
4.5,4.625,2.875,3,0,0,,,
4.5,4.625,3,3.125,499,0.00234510113542,2.102990518,0.00371565739183,0.00202999781887
4.5,4.625,3.125,3.25,0,0,,,
4.5,4.625,3.25,3.375,0,0,,,
4.5,4.625,3.375,3.5,258,0.00121249718024,2.31222129885,0.00286640724676,0.00136718378407
4.625,4.75,0,0.125,729,0.0034260094744,0,0,0.00263901734659
4.625,4.75,0.125,0.25,0,0,,,
4.625,4.75,0.25,0.375,0,0,,,
4.625,4.75,0.375,0.5,0,0,,,
4.625,4.75,0.5,0.625,1448,0.00680502293406,0.47338195171,0.00339901733717,0.00397111162861
4.625,4.75,0.625,0.75,0,0,,,
4.625,4.75,0.75,0.875,0,0,,,
4.625,4.75,0.875,1,0,0,,,
4.625,4.75,1,1.125,1411,0.00663113767952,0.894460864292,0.00491402025763,0.00431625002211
4.625,4.75,1.125,1.25,0,0,,,
4.625,4.75,1.25,1.375,0,0,,,
4.625,4.75,1.375,1.5,0,0,,,
4.625,4.75,1.5,1.625,1166,0.00547973531844,1.26590238507,0.00522784951865,0.00385569405931
4.625,4.75,1.625,1.75,0,0,,,
4.625,4.75,1.75,1.875,0,0,,,
4.625,4.75,1.875,2,0,0,,,
4.625,4.75,2,2.125,940,0.00441762538537,1.5911261078,0.0048760172851,0.00319882254964
4.625,4.75,2.125,2.25,0,0,,,
4.625,4.75,2.25,2.375,0,0,,,
4.625,4.75,2.375,2.5,0,0,,,
4.625,4.75,2.5,2.625,640,0.00300774494323,1.87452431408,0.00418927602374,0.00237543083012
4.625,4.75,2.625,2.75,0,0,,,
4.625,4.75,2.75,2.875,0,0,,,
4.625,4.75,2.875,3,0,0,,,
4.625,4.75,3,3.125,393,0.0018469433792,2.12193933437,0.00337508760097,0.0015592157393
4.625,4.75,3.125,3.25,0,0,,,
4.625,4.75,3.25,3.375,0,0,,,
4.625,4.75,3.375,3.5,198,0.000930521091811,2.33648677298,0.00261248745794,0.000924369769436
4.75,4.875,0,0.125,741,0.00348240469208,0,0,0.00267786263437
4.75,4.875,0.125,0.25,0,0,,,
4.75,4.875,0.25,0.375,0,0,,,
4.75,4.875,0.375,0.5,0,0,,,
4.75,4.875,0.5,0.625,1420,0.00667343409279,0.474071831323,0.00300424207606,0.00346033447125
4.75,4.875,0.625,0.75,0,0,,,
4.75,4.875,0.75,0.875,0,0,,,
4.75,4.875,0.875,1,0,0,,,
4.75,4.875,1,1.125,1160,0.0054515377096,0.897140215163,0.00435742443203,0.00360813150337
4.75,4.875,1.125,1.25,0,0,,,
4.75,4.875,1.25,1.375,0,0,,,
4.75,4.875,1.375,1.5,0,0,,,
4.75,4.875,1.5,1.625,915,0.00430013534852,1.27156588245,0.00466450096926,0.00351615392194
4.75,4.875,1.625,1.75,0,0,,,
4.75,4.875,1.75,1.875,0,0,,,
4.75,4.875,1.875,2,0,0,,,
4.75,4.875,2,2.125,737,0.00346360628619,1.60098322151,0.00435335697964,0.00316178307711
4.75,4.875,2.125,2.25,0,0,,,
4.75,4.875,2.25,2.375,0,0,,,
4.75,4.875,2.375,2.5,0,0,,,
4.75,4.875,2.5,2.625,608,0.00285735769607,1.88949593667,0.00374404209614,0.0024680609405
4.75,4.875,2.625,2.75,0,0,,,
4.75,4.875,2.75,2.875,0,0,,,
4.75,4.875,2.875,3,0,0,,,
4.75,4.875,3,3.125,395,0.00185634258215,2.14130829307,0.00304370037407,0.00151029354769
4.75,4.875,3.125,3.25,0,0,,,
4.75,4.875,3.25,3.375,0,0,,,
4.75,4.875,3.375,3.5,208,0.000977517106549,2.36158331223,0.00236190796817,0.000743657811208
4.875,5,0,0.125,893,0.0041967441161,0,0,0.00205882218915
4.875,5,0.125,0.25,0,0,,,
4.875,5,0.25,0.375,0,0,,,
4.875,5,0.375,0.5,0,0,,,
4.875,5,0.5,0.625,1373,0.00645255282352,0.474757267276,0.00263965058138,0.00307775008451
4.875,5,0.625,0.75,0,0,,,
4.875,5,0.75,0.875,0,0,,,
4.875,5,0.875,1,0,0,,,
4.875,5,1,1.125,1215,0.00571001579066,0.899833896837,0.00383567670764,0.00330570467414
4.875,5,1.125,1.25,0,0,,,
4.875,5,1.25,1.375,0,0,,,
4.875,5,1.375,1.5,0,0,,,
4.875,5,1.5,1.625,1071,0.00503327317843,1.27723187806,0.00413614182677,0.00307337507414
4.875,5,1.625,1.75,0,0,,,
4.875,5,1.75,1.875,0,0,,,
4.875,5,1.875,2,0,0,,,
4.875,5,2,2.125,827,0.00388657041883,1.61037337209,0.0038852794916,0.00240511389283
4.875,5,2.125,2.25,0,0,,,
4.875,5,2.25,2.375,0,0,,,
4.875,5,2.375,2.5,0,0,,,
4.875,5,2.5,2.625,535,0.00251428678848,1.90336324768,0.00335548878042,0.00169916051597
4.875,5,2.625,2.75,0,0,,,
4.875,5,2.75,2.875,0,0,,,
4.875,5,2.875,3,0,0,,,
4.875,5,3,3.125,368,0.00172945334236,2.16040633411,0.00273468106143,0.00118094157474
4.875,5,3.125,3.25,0,0,,,
4.875,5,3.25,3.375,0,0,,,
4.875,5,3.375,3.5,177,0.000831829460862,2.38722560182,0.00211893182392,0.000713740879139
5,5.125,0,0.125,783,0.00367978795398,0,0,0.0018059739231
5,5.125,0.125,0.25,0,0,,,
5,5.125,0.25,0.375,0,0,,,
5,5.125,0.375,0.5,0,0,,,
5,5.125,0.5,0.625,1496,0.0070306038048,0.475372208487,0.00233573340424,0.00256662531153
5,5.125,0.625,0.75,0,0,,,
5,5.125,0.75,0.875,0,0,,,
5,5.125,0.875,1,0,0,,,
5,5.125,1,1.125,1207,0.00567241897887,0.902175554236,0.00341328134251,0.00288870682188
5,5.125,1.125,1.25,0,0,,,
5,5.125,1.25,1.375,0,0,,,
5,5.125,1.375,1.5,0,0,,,
5,5.125,1.5,1.625,958,0.0045022182119,1.28244159351,0.00368200472999,0.00281304616388
5,5.125,1.625,1.75,0,0,,,
5,5.125,1.75,1.875,0,0,,,
5,5.125,1.875,2,0,0,,,
5,5.125,2,2.125,810,0.00380667719377,1.61949093003,0.0034592156371,0.00255707607122
5,5.125,2.125,2.25,0,0,,,
5,5.125,2.25,2.375,0,0,,,
5,5.125,2.375,2.5,0,0,,,
5,5.125,2.5,2.625,631,0.00296544852996,1.91633560819,0.00301303237114,0.00195619796775
5,5.125,2.625,2.75,0,0,,,
5,5.125,2.75,2.875,0,0,,,
5,5.125,2.875,3,0,0,,,
5,5.125,3,3.125,417,0.00195973381457,2.17768442324,0.00247008409569,0.00129342323749
5,5.125,3.125,3.25,0,0,,,
5,5.125,3.25,3.375,0,0,,,
5,5.125,3.375,3.5,203,0.00095401909918,2.40764193298,0.00193542441662,0.000749570845667
5.125,5.25,0,0.125,799,0.00375498157756,0,0,0.00177831598967
5.125,5.25,0.125,0.25,0,0,,,
5.125,5.25,0.25,0.375,0,0,,,
5.125,5.25,0.375,0.5,0,0,,,
5.125,5.25,0.5,0.625,1429,0.00671573050605,0.475980929368,0.00205646068885,0.00251839013015
5.125,5.25,0.625,0.75,0,0,,,
5.125,5.25,0.75,0.875,0,0,,,
5.125,5.25,0.875,1,0,0,,,
5.125,5.25,1,1.125,1213,0.00570061658771,0.904512945338,0.00302015524097,0.00270337924245
5.125,5.25,1.125,1.25,0,0,,,
5.125,5.25,1.25,1.375,0,0,,,
5.125,5.25,1.375,1.5,0,0,,,
5.125,5.25,1.5,1.625,1002,0.00470900067674,1.28722819863,0.00329148968329,0.00245547203406
5.125,5.25,1.625,1.75,0,0,,,
5.125,5.25,1.75,1.875,0,0,,,
5.125,5.25,1.875,2,0,0,,,
5.125,5.25,2,2.125,816,0.00383487480262,1.62779523398,0.00309560915478,0.00198300197725
5.125,5.25,2.125,2.25,0,0,,,
5.125,5.25,2.25,2.375,0,0,,,
5.125,5.25,2.375,2.5,0,0,,,
5.125,5.25,2.5,2.625,626,0.0029419505226,1.92897011382,0.00269918764755,0.00160437396125
5.125,5.25,2.625,2.75,0,0,,,
5.125,5.25,2.75,2.875,0,0,,,
5.125,5.25,2.875,3,0,0,,,
5.125,5.25,3,3.125,425,0.00199733062636,2.19508532096,0.00221855592807,0.0013000097151
5.125,5.25,3.125,3.25,0,0,,,
5.125,5.25,3.25,3.375,0,0,,,
5.125,5.25,3.375,3.5,215,0.00101041431687,2.42987837652,0.00174568166516,0.000923393031034
5.25,5.375,0,0.125,805,0.0037831791864,0,0,0.00167605112669
5.25,5.375,0.125,0.25,0,0,,,
5.25,5.375,0.25,0.375,0,0,,,
5.25,5.375,0.375,0.5,0,0,,,
5.25,5.375,0.5,0.625,1377,0.00647135122942,0.476523830209,0.00182536602436,0.0021949388596
5.25,5.375,0.625,0.75,0,0,,,
5.25,5.375,0.75,0.875,0,0,,,
5.25,5.375,0.875,1,0,0,,,
5.25,5.375,1,1.125,1267,0.0059543950673,0.906727705016,0.00267402092176,0.00236295124775
5.25,5.375,1.125,1.25,0,0,,,
5.25,5.375,1.25,1.375,0,0,,,
5.25,5.375,1.375,1.5,0,0,,,
5.25,5.375,1.5,1.625,1090,0.00512256560644,1.29231839932,0.00290432692969,0.00232266780412
5.25,5.375,1.625,1.75,0,0,,,
5.25,5.375,1.75,1.875,0,0,,,
5.25,5.375,1.875,2,0,0,,,
5.25,5.375,2,2.125,838,0.00393826603504,1.63620709179,0.00275110283424,0.00203235687091
5.25,5.375,2.125,2.25,0,0,,,
5.25,5.375,2.25,2.375,0,0,,,
5.25,5.375,2.375,2.5,0,0,,,
5.25,5.375,2.5,2.625,619,0.00290905331228,1.94101050668,0.00241849774272,0.00164273729851
5.25,5.375,2.625,2.75,0,0,,,
5.25,5.375,2.75,2.875,0,0,,,
5.25,5.375,2.875,3,0,0,,,
5.25,5.375,3,3.125,407,0.00191273779983,2.21074486662,0.00200513037183,0.00120302570676
5.25,5.375,3.125,3.25,0,0,,,
5.25,5.375,3.25,3.375,0,0,,,
5.25,5.375,3.375,3.5,219,0.00102921272276,2.45037227666,0.0015802593231,0.000697816849137
5.375,5.5,0,0.125,1068,0.00501917437401,0,0,0.00146702738119
5.375,5.5,0.125,0.25,0,0,,,
5.375,5.5,0.25,0.375,0,0,,,
5.375,5.5,0.375,0.5,0,0,,,
5.375,5.5,0.5,0.625,1754,0.00824310098504,0.477064871614,0.00161177947837,0.00198552172857
5.375,5.5,0.625,0.75,0,0,,,
5.375,5.5,0.75,0.875,0,0,,,
5.375,5.5,0.875,1,0,0,,,
5.375,5.5,1,1.125,1485,0.00697890818859,0.908869977306,0.00236336607737,0.00213411507175
5.375,5.5,1.125,1.25,0,0,,,
5.375,5.5,1.25,1.375,0,0,,,
5.375,5.5,1.375,1.5,0,0,,,
5.375,5.5,1.5,1.625,1255,0.00589799984961,1.29712446837,0.00256547561988,0.00200717347089
5.375,5.5,1.625,1.75,0,0,,,
5.375,5.5,1.75,1.875,0,0,,,
5.375,5.5,1.875,2,0,0,,,
5.375,5.5,2,2.125,944,0.00443642379126,1.64395572441,0.0024548973501,0.00178057574968
5.375,5.5,2.125,2.25,0,0,,,
5.375,5.5,2.25,2.375,0,0,,,
5.375,5.5,2.375,2.5,0,0,,,
5.375,5.5,2.5,2.625,716,0.00336491465524,1.95279524587,0.00216108560032,0.0014018452598
5.375,5.5,2.625,2.75,0,0,,,
5.375,5.5,2.75,2.875,0,0,,,
5.375,5.5,2.875,3,0,0,,,
5.375,5.5,3,3.125,488,0.00229340551921,2.22729611795,0.00179295736997,0.00105890654286
5.375,5.5,3.125,3.25,0,0,,,
5.375,5.5,3.25,3.375,0,0,,,
5.375,5.5,3.375,3.5,236,0.00110910594782,2.47130704012,0.00142083400081,0.000740415401999
5.5,5.625,0,0.125,943,0.00443172418979,0,0,0.00133780216019
5.5,5.625,0.125,0.25,0,0,,,
5.5,5.625,0.25,0.375,0,0,,,
5.5,5.625,0.375,0.5,0,0,,,
5.5,5.625,0.5,0.625,1770,0.00831829460862,0.477594028785,0.00141874492123,0.00179188783536
5.5,5.625,0.625,0.75,0,0,,,
5.5,5.625,0.75,0.875,0,0,,,
5.5,5.625,0.875,1,0,0,,,
5.5,5.625,1,1.125,1543,0.00725148507407,0.910796373145,0.00210404890452,0.00196367909914
5.5,5.625,1.125,1.25,0,0,,,
5.5,5.625,1.25,1.375,0,0,,,
5.5,5.625,1.375,1.5,0,0,,,
5.5,5.625,1.5,1.625,1286,0.0060436874953,1.30115038801,0.00230115721028,0.00185130110596
5.5,5.625,1.625,1.75,0,0,,,
5.5,5.625,1.75,1.875,0,0,,,
5.5,5.625,1.875,2,0,0,,,
5.5,5.625,2,2.125,1048,0.00492518234454,1.6511442828,0.00219817265429,0.00155068821034
5.5,5.625,2.125,2.25,0,0,,,
5.5,5.625,2.25,2.375,0,0,,,
5.5,5.625,2.375,2.5,0,0,,,
5.5,5.625,2.5,2.625,777,0.00365159034514,1.96447255075,0.00192289246826,0.00126266095506
5.5,5.625,2.625,2.75,0,0,,,
5.5,5.625,2.75,2.875,0,0,,,
5.5,5.625,2.875,3,0,0,,,
5.5,5.625,3,3.125,540,0.00253778479585,2.24383979155,0.00159479509938,0.000944998136301
5.5,5.625,3.125,3.25,0,0,,,
5.5,5.625,3.25,3.375,0,0,,,
5.5,5.625,3.375,3.5,246,0.00115610196255,2.491245877,0.00127808167942,0.000665669338936
5.625,5.75,0,0.125,1069,0.00502387397549,0,0,0.00115158211753
5.625,5.75,0.125,0.25,0,0,,,
5.625,5.75,0.25,0.375,0,0,,,
5.625,5.75,0.375,0.5,0,0,,,
5.625,5.75,0.5,0.625,1898,0.00891984359726,0.478044816266,0.00126646319561,0.00152531969697
5.625,5.75,0.625,0.75,0,0,,,
5.625,5.75,0.75,0.875,0,0,,,
5.625,5.75,0.875,1,0,0,,,
5.625,5.75,1,1.125,1664,0.00782013685239,0.912796906385,0.00185453182063,0.00164360386458
5.625,5.75,1.125,1.25,0,0,,,
5.625,5.75,1.25,1.375,0,0,,,
5.625,5.75,1.375,1.5,0,0,,,
5.625,5.75,1.5,1.625,1370,0.0064384540191,1.30567213398,0.00202521049116,0.00163660303361
5.625,5.75,1.625,1.75,0,0,,,
5.625,5.75,1.75,1.875,0,0,,,
5.625,5.75,1.875,2,0,0,,,
5.625,5.75,2,2.125,1131,0.00531524926686,1.65870309506,0.00194694576326,0.0015049321883
5.625,5.75,2.125,2.25,0,0,,,
5.625,5.75,2.25,2.375,0,0,,,
5.625,5.75,2.375,2.5,0,0,,,
5.625,5.75,2.5,2.625,818,0.00384427400556,1.97466071385,0.00172884760482,0.00124372508701
5.625,5.75,2.625,2.75,0,0,,,
5.625,5.75,2.75,2.875,0,0,,,
5.625,5.75,2.875,3,0,0,,,
5.625,5.75,3,3.125,505,0.00237329874427,2.25673581921,0.00144985356731,0.000854739566638
5.625,5.75,3.125,3.25,0,0,,,
5.625,5.75,3.25,3.375,0,0,,,
5.625,5.75,3.375,3.5,289,0.00135818482593,2.50871011827,0.00116035849909,0.000523311231776
5.75,5.875,0,0.125,1282,0.00602488908941,0,0,0.00100072191199
5.75,5.875,0.125,0.25,0,0,,,
5.75,5.875,0.25,0.375,0,0,,,
5.75,5.875,0.375,0.5,0,0,,,
5.75,5.875,0.5,0.625,2046,0.00961538461538,0.478527649691,0.00111539297647,0.00140366282699
5.75,5.875,0.625,0.75,0,0,,,
5.75,5.875,0.75,0.875,0,0,,,
5.75,5.875,0.875,1,0,0,,,
5.75,5.875,1,1.125,1523,0.00715749304459,0.914601940168,0.0016463876966,0.00152549326365
5.75,5.875,1.125,1.25,0,0,,,
5.75,5.875,1.25,1.375,0,0,,,
5.75,5.875,1.375,1.5,0,0,,,
5.75,5.875,1.5,1.625,1210,0.00568651778329,1.30946946059,0.00181058934727,0.00143173711476
5.75,5.875,1.625,1.75,0,0,,,
5.75,5.875,1.75,1.875,0,0,,,
5.75,5.875,1.875,2,0,0,,,
5.75,5.875,2,2.125,1059,0.00497687796075,1.66550568894,0.00173687521069,0.00124634596439
5.75,5.875,2.125,2.25,0,0,,,
5.75,5.875,2.25,2.375,0,0,,,
5.75,5.875,2.375,2.5,0,0,,,
5.75,5.875,2.5,2.625,908,0.00426723813821,1.98478541586,0.00154837280997,0.00101905334379
5.75,5.875,2.625,2.75,0,0,,,
5.75,5.875,2.75,2.875,0,0,,,
5.75,5.875,2.875,3,0,0,,,
5.75,5.875,3,3.125,631,0.00296544852996,2.27103775443,0.00129883488756,0.000841506459824
5.75,5.875,3.125,3.25,0,0,,,
5.75,5.875,3.25,3.375,0,0,,,
5.75,5.875,3.375,3.5,292,0.00137228363035,2.52736957402,0.00104196623951,0.000654607285251
5.875,6,0,0.125,917,0.00430953455147,0,0,0.000901483970582
5.875,6,0.125,0.25,0,0,,,
5.875,6,0.25,0.375,0,0,,,
5.875,6,0.375,0.5,0,0,,,
5.875,6,0.5,0.625,1686,0.00792352808482,0.478994004392,0.000981181103673,0.00124643142669
5.875,6,0.625,0.75,0,0,,,
5.875,6,0.75,0.875,0,0,,,
5.875,6,0.875,1,0,0,,,
5.875,6,1,1.125,1640,0.00770734641702,0.916383560853,0.00145630943824,0.00135697686438
5.875,6,1.125,1.25,0,0,,,
5.875,6,1.25,1.375,0,0,,,
5.875,6,1.375,1.5,0,0,,,
5.875,6,1.5,1.625,1449,0.00680972253553,1.31340473803,0.00160405191931,0.00130741328017
5.875,6,1.625,1.75,0,0,,,
5.875,6,1.75,1.875,0,0,,,
5.875,6,1.875,2,0,0,,,
5.875,6,2,2.125,1032,0.00484998872096,1.67228159195,0.00154255466889,0.00113028400747
5.875,6,2.125,2.25,0,0,,,
5.875,6,2.25,2.375,0,0,,,
5.875,6,2.375,2.5,0,0,,,
5.875,6,2.5,2.625,720,0.00338371306113,1.99535853099,0.00137320513005,0.000906664403381
5.875,6,2.625,2.75,0,0,,,
5.875,6,2.75,2.875,0,0,,,
5.875,6,2.875,3,0,0,,,
5.875,6,3,3.125,439,0.002063125047,2.28520327567,0.00115935268059,0.000697066144147
5.875,6,3.125,3.25,0,0,,,
5.875,6,3.25,3.375,0,0,,,
5.875,6,3.375,3.5,232,0.00109030754192,2.54503272611,0.000937100343544,0.000501686301841
